Year,Period,Site,Plot,Region,Month,Day,Date,n_throw,nplot,snail,presence,length
1999,3,7,C,SRS,7,1,1999-07-01,7,308,13,0,NA
1999,3,7,C,SRS,7,1,1999-07-01,7,308,14,0,NA
1999,3,7,C,SRS,7,1,1999-07-01,7,308,15,0,NA
1999,3,7,C,SRS,7,1,1999-07-01,7,308,16,0,NA
1999,3,7,C,SRS,7,1,1999-07-01,7,308,17,0,NA
1999,3,7,C,SRS,7,1,1999-07-01,7,308,18,0,NA
1999,3,7,C,SRS,7,1,1999-07-01,7,308,19,0,NA
1999,3,7,C,SRS,7,1,1999-07-01,7,308,20,0,NA
1999,3,7,C,SRS,7,1,1999-07-01,7,308,21,0,NA
1999,3,7,C,SRS,7,1,1999-07-01,7,308,22,0,NA
1999,3,7,C,SRS,7,1,1999-07-01,7,308,23,0,NA
1999,3,7,C,SRS,7,1,1999-07-01,7,308,24,0,NA
1999,3,7,C,SRS,7,1,1999-07-01,7,308,25,0,NA
1999,3,7,C,SRS,7,1,1999-07-01,7,308,26,0,NA
1999,3,7,C,SRS,7,1,1999-07-01,7,308,27,0,NA
1999,3,7,C,SRS,7,1,1999-07-01,7,308,28,0,NA
1999,3,7,C,SRS,7,1,1999-07-01,7,308,29,0,NA
1999,3,7,C,SRS,7,1,1999-07-01,7,308,30,0,NA
1999,3,7,C,SRS,7,1,1999-07-01,7,308,31,0,NA
1999,3,7,C,SRS,7,1,1999-07-01,7,308,32,0,NA
1999,3,7,C,SRS,7,1,1999-07-01,7,308,33,0,NA
1999,3,7,C,SRS,7,1,1999-07-01,7,308,34,0,NA
1999,3,7,C,SRS,7,1,1999-07-01,7,308,35,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,1,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,2,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,3,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,4,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,5,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,6,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,7,1,40
1999,3,37,A,SRS,7,1,1999-07-01,7,309,8,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,9,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,10,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,11,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,12,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,13,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,14,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,15,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,16,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,17,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,18,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,19,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,20,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,21,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,22,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,23,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,24,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,25,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,26,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,27,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,28,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,29,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,30,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,31,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,32,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,33,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,34,0,NA
1999,3,37,A,SRS,7,1,1999-07-01,7,309,35,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,1,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,2,1,10.53
1999,3,37,B,SRS,7,1,1999-07-01,7,310,3,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,4,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,5,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,6,1,8.73
1999,3,37,B,SRS,7,1,1999-07-01,7,310,7,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,8,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,9,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,10,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,11,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,12,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,13,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,14,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,15,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,16,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,17,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,18,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,19,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,20,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,21,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,22,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,23,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,24,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,25,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,26,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,27,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,28,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,29,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,30,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,31,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,32,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,33,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,34,0,NA
1999,3,37,B,SRS,7,1,1999-07-01,7,310,35,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,1,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,2,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,3,1,31.14
1999,3,37,C,SRS,7,1,1999-07-01,7,311,4,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,5,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,6,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,7,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,8,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,9,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,10,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,11,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,12,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,13,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,14,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,15,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,16,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,17,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,18,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,19,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,20,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,21,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,22,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,23,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,24,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,25,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,26,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,27,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,28,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,29,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,30,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,31,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,32,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,33,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,34,0,NA
1999,3,37,C,SRS,7,1,1999-07-01,7,311,35,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,1,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,2,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,3,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,4,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,5,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,6,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,7,1,11.38
1999,3,8,A,SRS,7,1,1999-07-01,7,312,8,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,9,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,10,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,11,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,12,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,13,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,14,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,15,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,16,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,17,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,18,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,19,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,20,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,21,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,22,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,23,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,24,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,25,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,26,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,27,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,28,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,29,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,30,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,31,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,32,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,33,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,34,0,NA
1999,3,8,A,SRS,7,1,1999-07-01,7,312,35,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,1,1,37.05
1999,3,8,B,SRS,7,1,1999-07-01,7,313,2,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,3,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,4,1,30.26
1999,3,8,B,SRS,7,1,1999-07-01,7,313,5,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,6,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,7,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,8,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,9,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,10,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,11,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,12,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,13,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,14,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,15,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,16,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,17,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,18,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,19,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,20,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,21,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,22,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,23,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,24,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,25,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,26,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,27,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,28,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,29,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,30,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,31,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,32,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,33,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,34,0,NA
1999,3,8,B,SRS,7,1,1999-07-01,7,313,35,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,1,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,2,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,3,1,34.98
1999,3,8,C,SRS,7,1,1999-07-01,7,314,4,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,5,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,6,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,7,1,11.65
1999,3,8,C,SRS,7,1,1999-07-01,7,314,8,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,9,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,10,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,11,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,12,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,13,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,14,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,15,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,16,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,17,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,18,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,19,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,20,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,21,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,22,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,23,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,24,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,25,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,26,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,27,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,28,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,29,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,30,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,31,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,32,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,33,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,34,0,NA
1999,3,8,C,SRS,7,1,1999-07-01,7,314,35,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,1,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,2,1,25
1999,3,6,A,SRS,7,1,1999-07-01,7,315,3,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,4,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,5,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,6,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,7,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,8,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,9,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,10,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,11,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,12,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,13,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,14,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,15,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,16,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,17,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,18,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,19,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,20,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,21,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,22,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,23,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,24,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,25,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,26,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,27,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,28,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,29,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,30,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,31,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,32,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,33,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,34,0,NA
1999,3,6,A,SRS,7,1,1999-07-01,7,315,35,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,1,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,2,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,3,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,4,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,5,1,26
1999,3,6,B,SRS,7,1,1999-07-01,7,316,6,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,7,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,8,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,9,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,10,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,11,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,12,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,13,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,14,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,15,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,16,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,17,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,18,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,19,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,20,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,21,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,22,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,23,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,24,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,25,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,26,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,27,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,28,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,29,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,30,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,31,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,32,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,33,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,34,0,NA
1999,3,6,B,SRS,7,1,1999-07-01,7,316,35,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,1,1,25
1999,3,6,C,SRS,7,1,1999-07-01,7,317,2,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,3,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,4,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,5,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,6,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,7,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,8,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,9,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,10,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,11,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,12,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,13,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,14,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,15,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,16,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,17,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,18,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,19,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,20,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,21,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,22,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,23,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,24,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,25,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,26,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,27,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,28,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,29,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,30,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,31,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,32,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,33,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,34,0,NA
1999,3,6,C,SRS,7,1,1999-07-01,7,317,35,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,1,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,2,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,3,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,4,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,5,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,6,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,7,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,8,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,9,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,10,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,11,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,12,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,13,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,14,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,15,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,16,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,17,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,18,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,19,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,20,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,21,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,22,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,23,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,24,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,25,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,26,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,27,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,28,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,29,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,30,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,31,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,32,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,33,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,34,0,NA
1999,3,23,A,SRS,7,1,1999-07-01,7,318,35,0,NA
1999,3,23,B,SRS,7,1,1999-07-01,7,319,1,0,NA
1999,3,23,B,SRS,7,1,1999-07-01,7,319,2,0,NA
1999,3,23,B,SRS,7,1,1999-07-01,7,319,3,0,NA
1999,3,23,B,SRS,7,1,1999-07-01,7,319,4,0,NA
1999,3,23,B,SRS,7,1,1999-07-01,7,319,5,0,NA
1999,3,23,B,SRS,7,1,1999-07-01,7,319,6,0,NA
1999,3,23,B,SRS,7,1,1999-07-01,7,319,7,0,NA
1999,3,23,B,SRS,7,1,1999-07-01,7,319,8,0,NA
1999,3,23,B,SRS,7,1,1999-07-01,7,319,9,0,NA
1999,3,23,B,SRS,7,1,1999-07-01,7,319,10,0,NA
1999,3,23,B,SRS,7,1,1999-07-01,7,319,11,0,NA
1999,3,23,B,SRS,7,1,1999-07-01,7,319,12,0,NA
1999,3,23,B,SRS,7,1,1999-07-01,7,319,13,0,NA
1999,3,23,B,SRS,7,1,1999-07-01,7,319,14,0,NA
1999,3,23,B,SRS,7,1,1999-07-01,7,319,15,0,NA
1999,3,23,B,SRS,7,1,1999-07-01,7,319,16,0,NA
1999,3,23,B,SRS,7,1,1999-07-01,7,319,17,0,NA
1999,3,23,B,SRS,7,1,1999-07-01,7,319,18,0,NA
1999,3,23,B,SRS,7,1,1999-07-01,7,319,19,0,NA
1999,3,23,B,SRS,7,1,1999-07-01,7,319,20,0,NA
1999,3,23,B,SRS,7,1,1999-07-01,7,319,21,0,NA
1999,3,23,B,SRS,7,1,1999-07-01,7,319,22,0,NA
1999,3,23,B,SRS,7,1,1999-07-01,7,319,23,0,NA
1999,3,23,B,SRS,7,1,1999-07-01,7,319,24,0,NA
1999,3,23,B,SRS,7,1,1999-07-01,7,319,25,0,NA
