Year,Period,Site,Plot,Throw,Region,Month,Species,Length_mm,Comments,Day
1998,3,50,B,6,SRS,7,NO_POMPAL,NA,NA,1
1998,3,50,B,5,SRS,7,NO_POMPAL,NA,NA,1
1998,3,50,B,4,SRS,7,NO_POMPAL,NA,NA,1
1998,3,50,B,7,SRS,7,NO_POMPAL,NA,NA,1
1998,3,50,C,2,SRS,7,NO_POMPAL,NA,NA,1
1998,3,50,C,3,SRS,7,NO_POMPAL,NA,NA,1
1998,3,50,C,1,SRS,7,NO_POMPAL,NA,NA,1
1998,3,50,C,6,SRS,7,NO_POMPAL,NA,NA,1
1998,3,50,C,5,SRS,7,NO_POMPAL,NA,NA,1
1998,3,50,C,4,SRS,7,NO_POMPAL,NA,NA,1
1998,3,50,C,7,SRS,7,NO_POMPAL,NA,NA,1
1998,4,7,A,2,SRS,10,NO_POMPAL,NA,NA,1
1998,4,7,A,3,SRS,10,NO_POMPAL,NA,NA,1
1998,4,7,A,1,SRS,10,POMPAL,12.95,NA,1
1998,4,7,A,6,SRS,10,POMPAL,32.12,NA,1
1998,4,7,A,6,SRS,10,POMPAL,31.08,NA,1
1998,4,7,A,6,SRS,10,POMPAL,30.62,NA,1
1998,4,7,A,5,SRS,10,NO_POMPAL,NA,NA,1
1998,4,7,A,4,SRS,10,NO_POMPAL,NA,NA,1
1998,4,7,A,7,SRS,10,NO_POMPAL,NA,NA,1
1998,4,7,B,2,SRS,10,POMPAL,31.64,NA,1
1998,4,7,B,3,SRS,10,NO_POMPAL,NA,NA,1
1998,4,7,B,1,SRS,10,NO_POMPAL,NA,NA,1
1998,4,7,B,6,SRS,10,NO_POMPAL,NA,NA,1
1998,4,7,B,5,SRS,10,NO_POMPAL,NA,NA,1
1998,4,7,B,4,SRS,10,NO_POMPAL,NA,NA,1
1998,4,7,B,7,SRS,10,NO_POMPAL,NA,NA,1
1998,4,7,C,2,SRS,10,POMPAL,41.09,NA,1
1998,4,7,C,3,SRS,10,NO_POMPAL,NA,NA,1
1998,4,7,C,1,SRS,10,NO_POMPAL,NA,NA,1
1998,4,7,C,6,SRS,10,NO_POMPAL,NA,NA,1
1998,4,7,C,5,SRS,10,NO_POMPAL,NA,NA,1
1998,4,7,C,4,SRS,10,NO_POMPAL,NA,NA,1
1998,4,7,C,7,SRS,10,NO_POMPAL,NA,NA,1
1998,4,37,A,2,SRS,10,NO_POMPAL,NA,NA,1
1998,4,37,A,3,SRS,10,NO_POMPAL,NA,NA,1
1998,4,37,A,1,SRS,10,NO_POMPAL,NA,NA,1
1998,4,37,A,6,SRS,10,POMPAL,NA,"RELEASED, NOSIZE",1
1998,4,37,A,5,SRS,10,NO_POMPAL,NA,NA,1
1998,4,37,A,4,SRS,10,POMPAL,NA,"RELEASED, NOSIZE",1
1998,4,37,A,7,SRS,10,NO_POMPAL,NA,NA,1
1998,4,37,B,2,SRS,10,NO_POMPAL,NA,NA,1
1998,4,37,B,3,SRS,10,NO_POMPAL,NA,NA,1
1998,4,37,B,1,SRS,10,NO_POMPAL,NA,NA,1
1998,4,37,B,6,SRS,10,POMPAL,28.3,NA,1
1998,4,37,B,6,SRS,10,POMPAL,27.9,NA,1
1998,4,37,B,5,SRS,10,NO_POMPAL,NA,NA,1
1998,4,37,B,4,SRS,10,NO_POMPAL,NA,NA,1
1998,4,37,B,7,SRS,10,NO_POMPAL,NA,NA,1
1998,4,37,C,2,SRS,10,NO_POMPAL,NA,NA,1
1998,4,37,C,3,SRS,10,NO_POMPAL,NA,NA,1
1998,4,37,C,1,SRS,10,NO_POMPAL,NA,NA,1
1998,4,37,C,6,SRS,10,NO_POMPAL,NA,NA,1
1998,4,37,C,5,SRS,10,NO_POMPAL,NA,NA,1
1998,4,37,C,4,SRS,10,NO_POMPAL,NA,NA,1
1998,4,37,C,7,SRS,10,POMPAL,26.37,NA,1
1998,4,8,A,2,SRS,10,POMPAL,22.55,THRGUESS,1
1998,4,8,A,3,SRS,10,NO_POMPAL,NA,NA,1
1998,4,8,A,1,SRS,10,POMPAL,16.75,THRGUESS,1
1998,4,8,A,6,SRS,10,NO_POMPAL,NA,NA,1
1998,4,8,A,5,SRS,10,NO_POMPAL,NA,NA,1
1998,4,8,A,4,SRS,10,NO_POMPAL,NA,NA,1
1998,4,8,A,7,SRS,10,NO_POMPAL,NA,NA,1
1998,4,8,B,2,SRS,10,NO_POMPAL,NA,NA,1
1998,4,8,B,3,SRS,10,NO_POMPAL,NA,NA,1
1998,4,8,B,1,SRS,10,NO_POMPAL,NA,NA,1
1998,4,8,B,6,SRS,10,NO_POMPAL,NA,NA,1
1998,4,8,B,5,SRS,10,NO_POMPAL,NA,NA,1
1998,4,8,B,4,SRS,10,NO_POMPAL,NA,NA,1
1998,4,8,B,7,SRS,10,NO_POMPAL,NA,NA,1
1998,4,8,C,2,SRS,10,NO_POMPAL,NA,NA,1
1998,4,8,C,3,SRS,10,NO_POMPAL,NA,NA,1
1998,4,8,C,1,SRS,10,NO_POMPAL,NA,NA,1
1998,4,8,C,6,SRS,10,NO_POMPAL,NA,NA,1
1998,4,8,C,5,SRS,10,NO_POMPAL,NA,NA,1
1998,4,8,C,4,SRS,10,NO_POMPAL,NA,NA,1
1998,4,8,C,7,SRS,10,NO_POMPAL,NA,NA,1
1998,4,6,A,2,SRS,10,NO_POMPAL,NA,NA,1
1998,4,6,A,3,SRS,10,NO_POMPAL,NA,NA,1
1998,4,6,A,1,SRS,10,NO_POMPAL,NA,NA,1
1998,4,6,A,6,SRS,10,NO_POMPAL,NA,NA,1
1998,4,6,A,5,SRS,10,NO_POMPAL,NA,NA,1
1998,4,6,A,4,SRS,10,NO_POMPAL,NA,NA,1
1998,4,6,A,7,SRS,10,NO_POMPAL,NA,NA,1
1998,4,6,B,2,SRS,10,NO_POMPAL,NA,NA,1
1998,4,6,B,3,SRS,10,NO_POMPAL,NA,NA,1
1998,4,6,B,1,SRS,10,NO_POMPAL,NA,NA,1
1998,4,6,B,6,SRS,10,NO_POMPAL,NA,NA,1
1998,4,6,B,5,SRS,10,NO_POMPAL,NA,NA,1
1998,4,6,B,4,SRS,10,NO_POMPAL,NA,NA,1
1998,4,6,B,7,SRS,10,NO_POMPAL,NA,NA,1
1998,4,6,C,2,SRS,10,NO_POMPAL,NA,NA,1
1998,4,6,C,3,SRS,10,NO_POMPAL,NA,NA,1
1998,4,6,C,1,SRS,10,NO_POMPAL,NA,NA,1
1998,4,6,C,6,SRS,10,NO_POMPAL,NA,NA,1
1998,4,6,C,5,SRS,10,NO_POMPAL,NA,NA,1
1998,4,6,C,4,SRS,10,NO_POMPAL,NA,NA,1
1998,4,6,C,7,SRS,10,NO_POMPAL,NA,NA,1
1998,4,23,A,2,SRS,10,NO_POMPAL,NA,NA,1
1998,4,23,A,3,SRS,10,NO_POMPAL,NA,NA,1
1998,4,23,A,1,SRS,10,NO_POMPAL,NA,NA,1
1998,4,23,A,6,SRS,10,NO_POMPAL,NA,NA,1
1998,4,23,A,5,SRS,10,NO_POMPAL,NA,NA,1
1998,4,23,A,4,SRS,10,NO_POMPAL,NA,NA,1
1998,4,23,A,7,SRS,10,NO_POMPAL,NA,NA,1
1998,4,23,B,2,SRS,10,NO_POMPAL,NA,NA,1
1998,4,23,B,3,SRS,10,NO_POMPAL,NA,NA,1
1998,4,23,B,1,SRS,10,NO_POMPAL,NA,NA,1
1998,4,23,B,6,SRS,10,NO_POMPAL,NA,NA,1
1998,4,23,B,5,SRS,10,NO_POMPAL,NA,NA,1
1998,4,23,B,4,SRS,10,NO_POMPAL,NA,NA,1
1998,4,23,B,7,SRS,10,NO_POMPAL,NA,NA,1
1998,4,23,C,2,SRS,10,NO_POMPAL,NA,NA,1
1998,4,23,C,3,SRS,10,NO_POMPAL,NA,NA,1
1998,4,23,C,1,SRS,10,NO_POMPAL,NA,NA,1
1998,4,23,C,6,SRS,10,NO_POMPAL,NA,NA,1
1998,4,23,C,5,SRS,10,NO_POMPAL,NA,NA,1
1998,4,23,C,4,SRS,10,NO_POMPAL,NA,NA,1
1998,4,23,C,7,SRS,10,NO_POMPAL,NA,NA,1
1998,4,50,A,2,SRS,10,NO_POMPAL,NA,NA,1
1998,4,50,A,3,SRS,10,NO_POMPAL,NA,NA,1
1998,4,50,A,1,SRS,10,NO_POMPAL,NA,NA,1
1998,4,50,A,6,SRS,10,NO_POMPAL,NA,NA,1
1998,4,50,A,5,SRS,10,NO_POMPAL,NA,NA,1
1998,4,50,A,4,SRS,10,NO_POMPAL,NA,NA,1
1998,4,50,A,7,SRS,10,NO_POMPAL,NA,NA,1
1998,4,50,B,2,SRS,10,NO_POMPAL,NA,NA,1
1998,4,50,B,3,SRS,10,NO_POMPAL,NA,NA,1
1998,4,50,B,1,SRS,10,NO_POMPAL,NA,NA,1
1998,4,50,B,6,SRS,10,NO_POMPAL,NA,NA,1
1998,4,50,B,5,SRS,10,NO_POMPAL,NA,NA,1
1998,4,50,B,4,SRS,10,NO_POMPAL,NA,NA,1
1998,4,50,B,7,SRS,10,NO_POMPAL,NA,NA,1
1998,4,50,C,2,SRS,10,NO_POMPAL,NA,NA,1
1998,4,50,C,3,SRS,10,NO_POMPAL,NA,NA,1
1998,4,50,C,1,SRS,10,NO_POMPAL,NA,NA,1
1998,4,50,C,6,SRS,10,NO_POMPAL,NA,NA,1
1998,4,50,C,5,SRS,10,NO_POMPAL,NA,NA,1
1998,4,50,C,4,SRS,10,NO_POMPAL,NA,NA,1
1998,4,50,C,7,SRS,10,NO_POMPAL,NA,NA,1
1998,5,7,A,2,SRS,12,POMPAL,31.38,THRGUESS,1
1998,5,7,A,3,SRS,12,NO_POMPAL,NA,NA,1
1998,5,7,A,1,SRS,12,NO_POMPAL,NA,NA,1
1998,5,7,A,6,SRS,12,NO_POMPAL,NA,NA,1
1998,5,7,A,5,SRS,12,NO_POMPAL,NA,NA,1
1998,5,7,A,4,SRS,12,POMPAL,31.25,THRGUESS,1
1998,5,7,A,7,SRS,12,POMPAL,31.44,THRGUESS,1
1998,5,7,B,2,SRS,12,NO_POMPAL,NA,NA,1
1998,5,7,B,3,SRS,12,NO_POMPAL,NA,NA,1
1998,5,7,B,1,SRS,12,NO_POMPAL,NA,NA,1
1998,5,7,B,6,SRS,12,NO_POMPAL,NA,NA,1
1998,5,7,B,5,SRS,12,NO_POMPAL,NA,NA,1
1998,5,7,B,4,SRS,12,NO_POMPAL,NA,NA,1
1998,5,7,B,7,SRS,12,NO_POMPAL,NA,NA,1
1998,5,7,C,2,SRS,12,NO_POMPAL,NA,NA,1
1998,5,7,C,3,SRS,12,NO_POMPAL,NA,NA,1
1998,5,7,C,1,SRS,12,NO_POMPAL,NA,NA,1
1998,5,7,C,6,SRS,12,NO_POMPAL,NA,NA,1
1998,5,7,C,5,SRS,12,POMPAL,36.91,NA,1
1998,5,7,C,4,SRS,12,NO_POMPAL,NA,NA,1
1998,5,7,C,7,SRS,12,NO_POMPAL,NA,NA,1
1998,5,37,A,2,SRS,12,NO_POMPAL,NA,NA,1
1998,5,37,A,3,SRS,12,NO_POMPAL,NA,NA,1
1998,5,37,A,1,SRS,12,NO_POMPAL,NA,NA,1
1998,5,37,A,6,SRS,12,NO_POMPAL,NA,NA,1
1998,5,37,A,5,SRS,12,NO_POMPAL,NA,NA,1
1998,5,37,A,4,SRS,12,NO_POMPAL,NA,NA,1
1998,5,37,A,7,SRS,12,NO_POMPAL,NA,NA,1
1998,5,37,B,2,SRS,12,NO_POMPAL,NA,NA,1
1998,5,37,B,3,SRS,12,NO_POMPAL,NA,NA,1
1998,5,37,B,1,SRS,12,POMPAL,32.63,NA,1
1998,5,37,B,6,SRS,12,NO_POMPAL,NA,NA,1
1998,5,37,B,5,SRS,12,NO_POMPAL,NA,NA,1
1998,5,37,B,4,SRS,12,NO_POMPAL,NA,NA,1
1998,5,37,B,7,SRS,12,NO_POMPAL,NA,NA,1
1998,5,37,C,2,SRS,12,NO_POMPAL,NA,NA,1
1998,5,37,C,3,SRS,12,NO_POMPAL,NA,NA,1
1998,5,37,C,1,SRS,12,NO_POMPAL,NA,NA,1
1998,5,37,C,6,SRS,12,NO_POMPAL,NA,NA,1
1998,5,37,C,5,SRS,12,POMPAL,23.5,NA,1
1998,5,37,C,4,SRS,12,NO_POMPAL,NA,NA,1
1998,5,37,C,7,SRS,12,NO_POMPAL,NA,NA,1
1998,5,8,A,2,SRS,12,NO_POMPAL,NA,NA,1
1998,5,8,A,3,SRS,12,POMPAL,15.89,NA,1
1998,5,8,A,3,SRS,12,POMPAL,NA,"RELEASED, NOSIZE",1
1998,5,8,A,1,SRS,12,NO_POMPAL,NA,NA,1
1998,5,8,A,6,SRS,12,NO_POMPAL,NA,NA,1
1998,5,8,A,5,SRS,12,NO_POMPAL,NA,NA,1
1998,5,8,A,4,SRS,12,NO_POMPAL,NA,NA,1
1998,5,8,A,7,SRS,12,NO_POMPAL,NA,NA,1
1998,5,8,B,2,SRS,12,NO_POMPAL,NA,NA,1
1998,5,8,B,3,SRS,12,NO_POMPAL,NA,NA,1
1998,5,8,B,1,SRS,12,NO_POMPAL,NA,NA,1
1998,5,8,B,6,SRS,12,NO_POMPAL,NA,NA,1
1998,5,8,B,5,SRS,12,NO_POMPAL,NA,NA,1
1998,5,8,B,4,SRS,12,NO_POMPAL,NA,NA,1
1998,5,8,B,7,SRS,12,NO_POMPAL,NA,NA,1
1998,5,8,C,2,SRS,12,POMPAL,47.13,NA,1
1998,5,8,C,2,SRS,12,POMPAL,17.17,NA,1
1998,5,8,C,2,SRS,12,POMPAL,35.61,NA,1
1998,5,8,C,3,SRS,12,NO_POMPAL,NA,NA,1
1998,5,8,C,1,SRS,12,NO_POMPAL,NA,NA,1
1998,5,8,C,6,SRS,12,NO_POMPAL,NA,NA,1
1998,5,8,C,5,SRS,12,NO_POMPAL,NA,NA,1
1998,5,8,C,4,SRS,12,NO_POMPAL,NA,NA,1
1998,5,8,C,7,SRS,12,NO_POMPAL,NA,NA,1
1998,5,6,A,2,SRS,12,POMPAL,25,"add-to-hardcopy, RELEASED",1
1998,5,6,A,3,SRS,12,NO_POMPAL,NA,NA,1
1998,5,6,A,1,SRS,12,POMPAL,25,"add-to-hardcopy, RELEASED",1
1998,5,6,A,6,SRS,12,NO_POMPAL,NA,NA,1
1998,5,6,A,5,SRS,12,POMPAL,25,"add-to-hardcopy, RELEASED",1
1998,5,6,A,5,SRS,12,POMPAL,30,"add-to-hardcopy, RELEASED",1
1998,5,6,A,4,SRS,12,NO_POMPAL,NA,NA,1
1998,5,6,A,7,SRS,12,NO_POMPAL,NA,NA,1
1998,5,6,B,2,SRS,12,NO_POMPAL,NA,NA,1
1998,5,6,B,3,SRS,12,NO_POMPAL,NA,NA,1
1998,5,6,B,1,SRS,12,NO_POMPAL,NA,NA,1
1998,5,6,B,6,SRS,12,NO_POMPAL,NA,NA,1
1998,5,6,B,5,SRS,12,NO_POMPAL,NA,NA,1
1998,5,6,B,4,SRS,12,NO_POMPAL,NA,NA,1
1998,5,6,B,7,SRS,12,NO_POMPAL,NA,NA,1
1998,5,6,C,2,SRS,12,NO_POMPAL,NA,NA,1
1998,5,6,C,3,SRS,12,NO_POMPAL,NA,NA,1
1998,5,6,C,1,SRS,12,NO_POMPAL,NA,NA,1
1998,5,6,C,6,SRS,12,NO_POMPAL,NA,NA,1
1998,5,6,C,5,SRS,12,NO_POMPAL,NA,NA,1
1998,5,6,C,4,SRS,12,NO_POMPAL,NA,NA,1
1998,5,6,C,7,SRS,12,NO_POMPAL,NA,NA,1
1998,5,23,A,2,SRS,12,NO_POMPAL,NA,NA,1
1998,5,23,A,3,SRS,12,NO_POMPAL,NA,NA,1
1998,5,23,A,1,SRS,12,NO_POMPAL,NA,NA,1
1998,5,23,A,6,SRS,12,NO_POMPAL,NA,NA,1
1998,5,23,A,5,SRS,12,NO_POMPAL,NA,NA,1
1998,5,23,A,4,SRS,12,NO_POMPAL,NA,NA,1
1998,5,23,A,7,SRS,12,NO_POMPAL,NA,NA,1
1998,5,23,B,2,SRS,12,NO_POMPAL,NA,NA,1
1998,5,23,B,3,SRS,12,NO_POMPAL,NA,NA,1
1998,5,23,B,1,SRS,12,NO_POMPAL,NA,NA,1
1998,5,23,B,6,SRS,12,NO_POMPAL,NA,NA,1
1998,5,23,B,5,SRS,12,POMPAL,20,"add-to-hardcopy, RELEASED",1
1998,5,23,B,4,SRS,12,NO_POMPAL,NA,NA,1
1998,5,23,B,7,SRS,12,NO_POMPAL,NA,NA,1
1998,5,23,C,2,SRS,12,NO_POMPAL,NA,NA,1
1998,5,23,C,3,SRS,12,NO_POMPAL,NA,NA,1
1998,5,23,C,1,SRS,12,NO_POMPAL,NA,NA,1
1998,5,23,C,6,SRS,12,NO_POMPAL,NA,NA,1
1998,5,23,C,5,SRS,12,NO_POMPAL,NA,NA,1
1998,5,23,C,4,SRS,12,NO_POMPAL,NA,NA,1
1998,5,23,C,7,SRS,12,NO_POMPAL,NA,NA,1
1998,5,50,A,2,SRS,12,NO_POMPAL,NA,NA,1
1998,5,50,A,3,SRS,12,NO_POMPAL,NA,NA,1
1998,5,50,A,1,SRS,12,NO_POMPAL,NA,NA,1
1998,5,50,A,6,SRS,12,NO_POMPAL,NA,NA,1
1998,5,50,A,5,SRS,12,NO_POMPAL,NA,NA,1
1998,5,50,A,4,SRS,12,NO_POMPAL,NA,NA,1
1998,5,50,A,7,SRS,12,NO_POMPAL,NA,NA,1
1998,5,50,B,2,SRS,12,NO_POMPAL,NA,NA,1
1998,5,50,B,3,SRS,12,NO_POMPAL,NA,NA,1
1998,5,50,B,1,SRS,12,NO_POMPAL,NA,NA,1
1998,5,50,B,6,SRS,12,NO_POMPAL,NA,NA,1
1998,5,50,B,5,SRS,12,NO_POMPAL,NA,NA,1
1998,5,50,B,4,SRS,12,NO_POMPAL,NA,NA,1
1998,5,50,B,7,SRS,12,NO_POMPAL,NA,NA,1
1998,5,50,C,2,SRS,12,NO_POMPAL,NA,NA,1
1998,5,50,C,3,SRS,12,NO_POMPAL,NA,NA,1
1998,5,50,C,1,SRS,12,NO_POMPAL,NA,NA,1
1998,5,50,C,6,SRS,12,NO_POMPAL,NA,NA,1
1998,5,50,C,5,SRS,12,NO_POMPAL,NA,NA,1
1998,5,50,C,4,SRS,12,NO_POMPAL,NA,NA,1
1998,5,50,C,7,SRS,12,NO_POMPAL,NA,NA,1
1999,1,7,A,2,SRS,2,POMPAL,35.73,NA,1
1999,1,7,A,3,SRS,2,NO_POMPAL,NA,NA,1
1999,1,7,A,1,SRS,2,POMPAL,30.84,NA,1
1999,1,7,A,6,SRS,2,NO_POMPAL,NA,NA,1
1999,1,7,A,5,SRS,2,NO_POMPAL,NA,NA,1
1999,1,7,A,4,SRS,2,POMPAL,25.64,NA,1
1999,1,7,A,7,SRS,2,NO_POMPAL,NA,NA,1
1999,1,7,B,2,SRS,2,POMPAL,29.78,NA,1
1999,1,7,B,3,SRS,2,NO_POMPAL,NA,NA,1
1999,1,7,B,1,SRS,2,POMPAL,40.36,NA,1
1999,1,7,B,6,SRS,2,NO_POMPAL,NA,NA,1
1999,1,7,B,5,SRS,2,POMPAL,37.81,NA,1
1999,1,7,B,4,SRS,2,NO_POMPAL,NA,NA,1
1999,1,7,B,7,SRS,2,POMPAL,36,NA,1
1999,1,7,C,2,SRS,2,POMPAL,35.01,NA,1
1999,1,7,C,3,SRS,2,POMPAL,30.77,NA,1
1999,1,7,C,1,SRS,2,POMPAL,33.9,NA,1
1999,1,7,C,6,SRS,2,NO_POMPAL,NA,NA,1
1999,1,7,C,5,SRS,2,POMPAL,44.17,NA,1
1999,1,7,C,4,SRS,2,NO_POMPAL,NA,NA,1
1999,1,7,C,7,SRS,2,POMPAL,37.49,NA,1
1999,1,37,A,2,SRS,2,NO_POMPAL,NA,NA,1
1999,1,37,A,3,SRS,2,NO_POMPAL,NA,NA,1
1999,1,37,A,1,SRS,2,NO_POMPAL,NA,NA,1
1999,1,37,A,6,SRS,2,NO_POMPAL,NA,NA,1
1999,1,37,A,5,SRS,2,NO_POMPAL,NA,NA,1
1999,1,37,A,4,SRS,2,NO_POMPAL,NA,NA,1
1999,1,37,A,7,SRS,2,POMPAL,NA,NA,1
1999,1,37,B,2,SRS,2,NO_POMPAL,NA,NA,1
1999,1,37,B,3,SRS,2,NO_POMPAL,NA,NA,1
1999,1,37,B,1,SRS,2,NO_POMPAL,NA,NA,1
1999,1,37,B,6,SRS,2,NO_POMPAL,NA,NA,1
1999,1,37,B,5,SRS,2,NO_POMPAL,NA,NA,1
1999,1,37,B,4,SRS,2,POMPAL,38.79,NA,1
1999,1,37,B,4,SRS,2,POMPAL,NA,"RELEASED, NOSIZE",1
1999,1,37,B,4,SRS,2,POMPAL,NA,"RELEASED, NOSIZE",1
1999,1,37,B,7,SRS,2,NO_POMPAL,NA,NA,1
1999,1,37,C,2,SRS,2,POMPAL,20.99,NA,1
1999,1,37,C,3,SRS,2,NO_POMPAL,NA,NA,1
1999,1,37,C,1,SRS,2,POMPAL,24.81,NA,1
1999,1,37,C,6,SRS,2,NO_POMPAL,NA,NA,1
1999,1,37,C,5,SRS,2,NO_POMPAL,NA,NA,1
1999,1,37,C,4,SRS,2,NO_POMPAL,NA,NA,1
1999,1,37,C,7,SRS,2,NO_POMPAL,NA,NA,1
1999,1,8,A,2,SRS,2,NO_POMPAL,NA,NA,1
1999,1,8,A,3,SRS,2,NO_POMPAL,NA,NA,1
1999,1,8,A,1,SRS,2,NO_POMPAL,NA,NA,1
1999,1,8,A,6,SRS,2,NO_POMPAL,NA,NA,1
1999,1,8,A,5,SRS,2,POMPAL,NA,"RELEASED, NOSIZE",1
1999,1,8,A,4,SRS,2,NO_POMPAL,NA,NA,1
1999,1,8,A,7,SRS,2,POMPAL,30.23,NA,1
1999,1,8,B,2,SRS,2,NO_POMPAL,NA,NA,1
1999,1,8,B,3,SRS,2,NO_POMPAL,NA,NA,1
1999,1,8,B,1,SRS,2,NO_POMPAL,NA,NA,1
1999,1,8,B,6,SRS,2,NO_POMPAL,NA,NA,1
1999,1,8,B,5,SRS,2,POMPAL,32.12,NA,1
1999,1,8,B,4,SRS,2,NO_POMPAL,NA,NA,1
1999,1,8,B,7,SRS,2,NO_POMPAL,NA,NA,1
1999,1,8,C,2,SRS,2,NO_POMPAL,NA,NA,1
1999,1,8,C,3,SRS,2,NO_POMPAL,NA,NA,1
1999,1,8,C,1,SRS,2,NO_POMPAL,NA,NA,1
1999,1,8,C,6,SRS,2,POMPAL,39.74,NA,1
1999,1,8,C,6,SRS,2,POMPAL,37.35,NA,1
1999,1,8,C,5,SRS,2,NO_POMPAL,NA,NA,1
1999,1,8,C,4,SRS,2,NO_POMPAL,NA,NA,1
1999,1,8,C,7,SRS,2,NO_POMPAL,NA,NA,1
1999,1,6,A,2,SRS,2,NO_POMPAL,NA,NA,1
1999,1,6,A,3,SRS,2,POMPAL,17,"add-to-hardcopy, RELEASED",1
1999,1,6,A,1,SRS,2,NO_POMPAL,NA,NA,1
1999,1,6,A,6,SRS,2,NO_POMPAL,NA,NA,1
1999,1,6,A,5,SRS,2,NO_POMPAL,NA,NA,1
1999,1,6,A,4,SRS,2,NO_POMPAL,NA,NA,1
1999,1,6,A,7,SRS,2,NO_POMPAL,NA,NA,1
1999,1,6,B,2,SRS,2,NO_POMPAL,NA,NA,1
1999,1,6,B,3,SRS,2,NO_POMPAL,NA,NA,1
1999,1,6,B,1,SRS,2,NO_POMPAL,NA,NA,1
1999,1,6,B,6,SRS,2,NO_POMPAL,NA,NA,1
1999,1,6,B,5,SRS,2,NO_POMPAL,NA,NA,1
1999,1,6,B,4,SRS,2,NO_POMPAL,NA,NA,1
1999,1,6,B,7,SRS,2,NO_POMPAL,NA,NA,1
1999,1,6,C,2,SRS,2,NO_POMPAL,NA,NA,1
1999,1,6,C,3,SRS,2,POMPAL,30,"add-to-hardcopy, RELEASED",1
1999,1,6,C,1,SRS,2,POMPAL,25,"add-to-hardcopy, RELEASED",1
1999,1,6,C,6,SRS,2,NO_POMPAL,NA,NA,1
1999,1,6,C,5,SRS,2,NO_POMPAL,NA,NA,1
1999,1,6,C,4,SRS,2,NO_POMPAL,NA,NA,1
1999,1,6,C,7,SRS,2,NO_POMPAL,NA,NA,1
1999,1,23,A,2,SRS,2,NO_POMPAL,NA,NA,1
1999,1,23,A,3,SRS,2,NO_POMPAL,NA,NA,1
1999,1,23,A,1,SRS,2,NO_POMPAL,NA,NA,1
1999,1,23,A,6,SRS,2,NO_POMPAL,NA,NA,1
1999,1,23,A,5,SRS,2,NO_POMPAL,NA,NA,1
1999,1,23,A,4,SRS,2,NO_POMPAL,NA,NA,1
1999,1,23,A,7,SRS,2,NO_POMPAL,NA,NA,1
1999,1,23,B,2,SRS,2,NO_POMPAL,NA,NA,1
1999,1,23,B,3,SRS,2,NO_POMPAL,NA,NA,1
1999,1,23,B,1,SRS,2,NO_POMPAL,NA,NA,1
1999,1,23,B,6,SRS,2,NO_POMPAL,NA,NA,1
1999,1,23,B,5,SRS,2,POMPAL,25,"add-to-hardcopy, RELEASED",1
1999,1,23,B,4,SRS,2,NO_POMPAL,NA,NA,1
1999,1,23,B,7,SRS,2,NO_POMPAL,NA,NA,1
1999,1,23,C,2,SRS,2,NO_POMPAL,NA,NA,1
1999,1,23,C,3,SRS,2,NO_POMPAL,NA,NA,1
1999,1,23,C,1,SRS,2,NO_POMPAL,NA,NA,1
1999,1,23,C,6,SRS,2,NO_POMPAL,NA,NA,1
1999,1,23,C,5,SRS,2,NO_POMPAL,NA,NA,1
1999,1,23,C,4,SRS,2,NO_POMPAL,NA,NA,1
1999,1,23,C,7,SRS,2,NO_POMPAL,NA,NA,1
1999,1,50,A,2,SRS,2,NO_POMPAL,NA,NA,1
1999,1,50,A,3,SRS,2,NO_POMPAL,NA,NA,1
1999,1,50,A,1,SRS,2,NO_POMPAL,NA,NA,1
1999,1,50,A,6,SRS,2,NO_POMPAL,NA,NA,1
1999,1,50,A,5,SRS,2,NO_POMPAL,NA,NA,1
1999,1,50,A,4,SRS,2,NO_POMPAL,NA,NA,1
1999,1,50,A,7,SRS,2,NO_POMPAL,NA,NA,1
1999,1,50,B,2,SRS,2,NO_POMPAL,NA,NA,1
1999,1,50,B,3,SRS,2,NO_POMPAL,NA,NA,1
1999,1,50,B,1,SRS,2,NO_POMPAL,NA,NA,1
1999,1,50,B,6,SRS,2,NO_POMPAL,NA,NA,1
1999,1,50,B,5,SRS,2,NO_POMPAL,NA,NA,1
1999,1,50,B,4,SRS,2,NO_POMPAL,NA,NA,1
1999,1,50,B,7,SRS,2,NO_POMPAL,NA,NA,1
1999,1,50,C,2,SRS,2,NO_POMPAL,NA,NA,1
1999,1,50,C,3,SRS,2,NO_POMPAL,NA,NA,1
1999,1,50,C,1,SRS,2,NO_POMPAL,NA,NA,1
1999,1,50,C,6,SRS,2,NO_POMPAL,NA,NA,1
1999,1,50,C,5,SRS,2,NO_POMPAL,NA,NA,1
1999,1,50,C,4,SRS,2,NO_POMPAL,NA,NA,1
1999,1,50,C,7,SRS,2,NO_POMPAL,NA,NA,1
1999,2,7,A,2,SRS,4,NO_POMPAL,NA,NA,1
1999,2,7,A,3,SRS,4,NO_POMPAL,NA,NA,1
1999,2,7,A,1,SRS,4,NO_POMPAL,NA,NA,1
1999,2,7,A,6,SRS,4,NO_POMPAL,NA,NA,1
1999,2,7,A,5,SRS,4,NO_POMPAL,NA,NA,1
1999,2,7,A,4,SRS,4,NO_POMPAL,NA,NA,1
1999,2,7,A,7,SRS,4,NO_POMPAL,NA,NA,1
1999,2,7,B,2,SRS,4,NO_POMPAL,NA,NA,1
1999,2,7,B,3,SRS,4,NO_POMPAL,NA,NA,1
